date,item,sales,is_weekend,is_holiday,is_festival,promo_active,temperature_celsius,rainfall_mm,day_of_week,day_of_month,month,quarter,week_of_year,day_name,lag_1,lag_7,lag_14,lag_21,lag_28,rolling_mean_7,rolling_std_7,rolling_max_7,rolling_min_7,rolling_mean_14,rolling_std_14,rolling_max_14,rolling_min_14,rolling_mean_30,rolling_std_30,rolling_max_30,rolling_min_30
2022-08-23,Burger,57,0,0,0,0,23.1,11.7,1,23,8,3,34,Tuesday,46.0,86.0,77.0,67.0,59.0,79.14285714285714,21.81305856154812,105.0,46.0,81.92857142857143,22.393214239051083,128.0,46.0,78.23333333333333,20.28704926341158,128.0,46.0
2022-08-24,Burger,67,0,0,0,0,22.5,2.4,2,24,8,3,34,Wednesday,57.0,72.0,61.0,81.0,55.0,75.0,23.014488190413253,105.0,46.0,80.5,23.349353474824603,128.0,46.0,76.66666666666667,20.041910111552145,128.0,46.0
2022-08-25,Burger,78,0,0,0,0,22.5,0.9,3,25,8,3,34,Thursday,67.0,83.0,58.0,64.0,51.0,74.28571428571429,23.199958949060658,105.0,46.0,80.92857142857143,23.01659697400405,128.0,46.0,76.33333333333333,20.119185102667505,128.0,46.0
2022-08-26,Burger,78,0,0,0,0,22.5,3.1,4,26,8,3,34,Friday,78.0,59.0,77.0,82.0,74.0,73.57142857142857,22.9627026781631,105.0,46.0,82.35714285714286,22.08587137257008,128.0,46.0,76.96666666666667,19.852009944853712,128.0,46.0
2022-08-27,Burger,76,1,0,0,0,24.3,17.8,5,27,8,3,34,Saturday,78.0,103.0,100.0,115.0,81.0,76.28571428571429,22.058364140874836,105.0,46.0,82.42857142857143,22.06882341750378,128.0,46.0,77.73333333333333,19.41370531410696,128.0,46.0
2022-08-28,Burger,88,1,0,0,0,22.0,14.7,6,28,8,3,34,Sunday,76.0,105.0,92.0,86.0,70.0,72.42857142857143,18.7159214116142,105.0,46.0,80.71428571428571,21.524328172946518,128.0,46.0,78.56666666666666,18.751888793754347,128.0,46.0
2022-08-29,Burger,87,0,0,0,0,24.1,0.6,0,29,8,3,35,Monday,88.0,46.0,128.0,47.0,87.0,70.0,14.387494569938324,88.0,46.0,80.42857142857143,21.389121195002414,128.0,46.0,79.03333333333333,18.80844148951115,128.0,46.0
2022-08-30,Burger,53,0,0,0,0,24.6,9.1,1,30,8,3,35,Tuesday,87.0,57.0,86.0,77.0,67.0,75.85714285714286,10.915257997081955,88.0,57.0,77.5,16.65833124895755,105.0,46.0,79.23333333333333,18.861899808020738,128.0,46.0
2022-08-31,Burger,53,0,0,0,0,23.9,8.7,2,31,8,3,35,Wednesday,53.0,67.0,72.0,61.0,81.0,75.28571428571429,12.106668764422071,88.0,53.0,75.14285714285714,17.667254119751135,105.0,46.0,78.66666666666667,19.396646232209005,128.0,46.0
2022-09-01,Burger,65,0,0,0,0,22.2,12.3,3,1,9,3,35,Thursday,53.0,78.0,83.0,58.0,64.0,73.28571428571429,14.602674249537303,88.0,53.0,73.78571428571429,18.630737924311823,105.0,46.0,77.53333333333333,19.880216007522233,128.0,46.0
2022-09-02,Burger,72,0,0,0,0,22.6,8.1,4,2,9,3,35,Friday,65.0,78.0,59.0,77.0,82.0,71.42857142857143,14.729303478182043,88.0,53.0,72.5,18.566926757833787,105.0,46.0,77.46666666666667,19.92007016559668,128.0,46.0
2022-09-03,Burger,81,1,0,0,0,23.0,29.4,5,3,9,3,35,Saturday,72.0,76.0,103.0,100.0,115.0,70.57142857142857,14.455185261780139,88.0,53.0,73.42857142857143,18.16045698219604,105.0,46.0,77.16666666666667,19.932789367121174,128.0,46.0
2022-09-04,Burger,84,1,0,0,0,24.8,14.2,6,4,9,3,35,Sunday,81.0,88.0,105.0,92.0,86.0,71.28571428571429,14.885275562495755,88.0,53.0,71.85714285714286,16.256866681058476,105.0,46.0,77.73333333333333,19.786678439752265,128.0,46.0
2022-09-05,Burger,71,0,0,0,0,22.7,2.2,0,5,9,3,36,Monday,84.0,87.0,46.0,128.0,47.0,70.71428571428571,14.197585307770943,87.0,53.0,70.35714285714286,13.737131840700446,88.0,46.0,77.8,19.804910571840935,128.0,46.0
2022-09-06,Burger,58,0,0,0,0,22.7,18.5,1,6,9,3,36,Tuesday,71.0,53.0,57.0,86.0,77.0,68.42857142857143,12.299825782738523,84.0,53.0,72.14285714285714,11.818220241234492,88.0,53.0,76.33333333333333,18.544138089198434,128.0,46.0
2022-09-07,Burger,58,0,0,0,0,23.3,15.9,2,7,9,3,36,Wednesday,58.0,53.0,67.0,72.0,61.0,69.14285714285714,11.3641038864867,84.0,53.0,72.21428571428571,11.722290216168636,88.0,53.0,75.4,18.744378467634675,128.0,46.0
2022-09-08,Burger,64,0,0,0,0,23.6,12.7,3,8,9,3,36,Thursday,58.0,65.0,78.0,83.0,58.0,69.85714285714286,10.286375640113903,84.0,58.0,71.57142857142857,12.264484596491501,88.0,53.0,75.76666666666667,18.271295243771117,128.0,46.0
2022-09-09,Burger,71,0,0,0,0,23.0,23.6,4,9,9,3,36,Friday,64.0,72.0,78.0,59.0,77.0,69.71428571428571,10.371664696249752,84.0,58.0,70.57142857142857,12.270755012281164,88.0,53.0,75.33333333333333,18.39477686986035,128.0,46.0
2022-09-10,Burger,86,1,0,0,0,24.5,11.2,5,10,9,3,36,Saturday,71.0,81.0,76.0,103.0,100.0,69.57142857142857,10.34177842309464,84.0,58.0,70.07142857142857,12.086001347485578,88.0,53.0,75.66666666666667,18.215819826568843,128.0,46.0
2022-09-11,Burger,97,1,0,0,0,23.1,7.1,6,11,9,3,36,Sunday,86.0,84.0,88.0,105.0,92.0,70.28571428571429,11.382944635349563,86.0,58.0,70.78571428571429,12.741081776488194,88.0,53.0,76.6,17.995401711509984,128.0,46.0
2022-09-12,Burger,74,0,0,0,0,22.8,0.1,0,12,9,3,37,Monday,97.0,71.0,87.0,46.0,128.0,72.14285714285714,14.599412904047265,97.0,58.0,71.42857142857143,13.854820242646195,97.0,53.0,77.26666666666667,18.377147227735897,128.0,46.0
2022-09-13,Burger,94,0,0,0,0,22.5,1.9,1,13,9,3,37,Tuesday,74.0,58.0,53.0,57.0,86.0,72.57142857142857,14.604304649168302,97.0,58.0,70.5,13.148559441422094,97.0,53.0,76.4,17.874273556494806,128.0,46.0
2022-09-14,Burger,63,0,0,0,0,24.4,6.9,2,14,9,3,37,Wednesday,94.0,58.0,53.0,67.0,72.0,77.71428571428571,14.952305125679883,97.0,58.0,73.42857142857143,13.511899517515056,97.0,53.0,76.46666666666667,17.93807995978594,128.0,46.0
2022-09-15,Burger,70,0,0,0,0,22.0,17.8,3,15,9,3,37,Thursday,63.0,64.0,65.0,78.0,83.0,78.42857142857143,13.938641048743548,97.0,63.0,74.14285714285714,12.581165060744947,97.0,58.0,74.3,15.218296610466398,105.0,46.0
2022-09-16,Burger,56,0,0,0,0,21.3,10.1,4,16,9,3,37,Friday,70.0,71.0,72.0,78.0,59.0,79.28571428571429,13.060299712159475,97.0,63.0,74.5,12.37087149470306,97.0,58.0,73.76666666666667,15.07380311102278,105.0,46.0
2022-09-17,Burger,97,1,0,0,0,22.0,5.6,5,17,9,3,37,Saturday,56.0,86.0,81.0,76.0,103.0,77.14285714285714,15.625071428408308,97.0,56.0,73.35714285714286,13.3220877484731,97.0,56.0,73.23333333333333,15.417597051764245,105.0,46.0
2022-09-18,Burger,92,1,0,0,0,25.5,9.6,6,18,9,3,37,Sunday,97.0,97.0,84.0,88.0,105.0,78.71428571428571,17.143650775280225,97.0,56.0,74.5,14.648444391023856,97.0,56.0,73.7,15.926880336129052,105.0,46.0
2022-09-19,Burger,82,0,0,0,0,24.6,0.7,0,19,9,3,38,Monday,92.0,74.0,71.0,87.0,46.0,78.0,16.340134638368326,97.0,56.0,75.07142857142857,15.193441326462366,97.0,56.0,74.8,16.015940335415262,105.0,46.0
2022-09-20,Burger,83,0,0,0,0,23.1,4.9,1,20,9,3,38,Tuesday,82.0,94.0,58.0,53.0,57.0,79.14285714285714,16.293440105643583,97.0,56.0,75.85714285714286,15.251013297266573,97.0,56.0,74.1,15.17791044634394,105.0,46.0
2022-09-21,Burger,92,0,0,0,0,22.8,2.1,2,21,9,3,38,Wednesday,83.0,63.0,58.0,53.0,67.0,77.57142857142857,15.109126853849586,97.0,56.0,77.64285714285714,14.441431544515948,97.0,56.0,73.36666666666666,14.128677936377485,97.0,46.0
2022-09-22,Burger,87,0,0,0,0,24.5,1.1,3,22,9,3,38,Thursday,92.0,70.0,64.0,65.0,78.0,81.71428571428571,14.407339399466947,97.0,56.0,80.07142857142857,13.725127353839605,97.0,56.0,74.9,13.540106453001618,97.0,53.0
2022-09-23,Burger,72,0,0,0,0,20.7,7.5,4,23,9,3,38,Friday,87.0,56.0,71.0,72.0,78.0,84.14285714285714,13.508374827350412,97.0,56.0,81.71428571428571,13.011406660953249,97.0,56.0,75.9,13.277801022759594,97.0,53.0
2022-09-24,Burger,113,1,0,0,0,23.4,2.6,5,24,9,3,38,Saturday,72.0,97.0,86.0,81.0,76.0,86.42857142857143,8.303757038376336,97.0,72.0,81.78571428571429,12.950667172766641,97.0,56.0,76.06666666666666,13.193345588442975,97.0,53.0
2022-09-25,Burger,71,1,0,0,0,23.5,13.8,6,25,9,3,38,Sunday,113.0,92.0,97.0,84.0,88.0,88.71428571428571,12.724180205607171,113.0,72.0,83.71428571428571,15.404437779312124,113.0,56.0,77.23333333333333,14.817704539370734,113.0,53.0
2022-09-26,Burger,57,0,0,0,0,25.0,12.3,0,26,9,3,39,Monday,71.0,82.0,74.0,71.0,87.0,85.71428571428571,14.209319544044517,113.0,71.0,81.85714285714286,15.24596866189734,113.0,56.0,77.0,14.860268712472617,113.0,53.0
2022-09-27,Burger,61,0,0,0,0,22.3,9.1,1,27,9,3,39,Tuesday,57.0,83.0,94.0,58.0,53.0,82.14285714285714,17.94833856218622,113.0,57.0,80.64285714285714,16.54182178999228,113.0,56.0,76.36666666666666,15.30265546785302,113.0,53.0
2022-09-28,Burger,81,0,0,0,0,22.7,2.7,2,28,9,3,39,Wednesday,61.0,92.0,63.0,58.0,53.0,79.0,19.621416870348682,113.0,57.0,78.28571428571429,16.84055805501679,113.0,56.0,75.46666666666667,15.388606025312832,113.0,53.0
2022-09-29,Burger,64,0,0,0,0,23.0,0.5,3,29,9,3,39,Thursday,81.0,87.0,70.0,64.0,65.0,77.42857142857143,18.83133154131836,113.0,57.0,79.57142857142857,16.26092194242312,113.0,56.0,75.26666666666667,15.272091592483031,113.0,53.0
2022-09-30,Burger,72,0,0,0,0,23.1,23.5,4,30,9,3,39,Friday,64.0,72.0,56.0,71.0,72.0,74.14285714285714,18.88940242065715,113.0,57.0,79.14285714285714,16.60795519695821,113.0,56.0,75.63333333333334,14.845139302799952,113.0,53.0
2022-10-01,Burger,113,1,0,0,0,21.9,27.9,5,1,10,4,39,Saturday,72.0,113.0,97.0,86.0,81.0,74.14285714285714,18.88940242065715,113.0,57.0,80.28571428571429,15.399443403670551,113.0,57.0,76.26666666666667,14.239172131430308,113.0,56.0
2022-10-02,Burger,320,1,1,1,0,23.6,6.6,6,2,10,4,39,Sunday,113.0,71.0,92.0,97.0,84.0,74.14285714285714,18.88940242065715,113.0,57.0,81.42857142857143,17.22124933247945,113.0,57.0,77.86666666666666,15.564622426013557,113.0,56.0
2022-10-03,Burger,178,0,0,1,0,22.3,2.0,0,3,10,4,40,Monday,320.0,57.0,82.0,74.0,71.0,109.71428571428571,94.6215519595726,320.0,57.0,97.71428571428571,66.18555335212865,320.0,57.0,86.13333333333334,46.819339750926034,320.0,56.0
2022-10-04,Burger,195,0,0,1,0,23.5,0.5,1,4,10,4,40,Tuesday,178.0,61.0,83.0,94.0,58.0,127.0,94.43869263531059,320.0,61.0,104.57142857142857,69.33055080356185,320.0,57.0,89.36666666666666,49.71261085641067,320.0,56.0
2022-10-05,Burger,267,0,1,1,0,22.0,4.6,2,5,10,4,40,Wednesday,195.0,81.0,92.0,63.0,58.0,146.14285714285714,92.38944487228788,320.0,64.0,112.57142857142857,73.01392310397355,320.0,57.0,93.06666666666666,53.300665282341754,320.0,56.0
2022-10-06,Burger,122,0,0,0,0,23.7,0.5,3,6,10,4,40,Thursday,267.0,64.0,87.0,70.0,64.0,172.71428571428572,97.15574144248033,320.0,64.0,125.07142857142857,83.45469916779288,320.0,57.0,99.6,61.8321420711223,320.0,56.0
2022-10-07,Burger,77,0,0,0,0,22.9,10.8,4,7,10,4,40,Friday,122.0,72.0,72.0,56.0,71.0,181.0,88.41945487278234,320.0,72.0,127.57142857142857,82.74772995790767,320.0,57.0,101.73333333333333,61.45025088096336,320.0,56.0
2022-10-08,Burger,165,1,0,0,0,23.1,1.6,5,8,10,4,40,Saturday,77.0,113.0,113.0,97.0,86.0,181.71428571428572,87.40654873580556,320.0,77.0,127.92857142857143,82.49985014971404,320.0,57.0,102.36666666666666,61.08077373069397,320.0,56.0
2022-10-09,Burger,106,1,0,0,0,23.0,10.3,6,9,10,4,40,Sunday,165.0,320.0,71.0,92.0,97.0,189.14285714285714,82.67492278280548,320.0,77.0,131.64285714285714,82.94540108070825,320.0,57.0,105.73333333333333,61.67374299256248,320.0,56.0
2022-10-10,Burger,66,0,0,0,0,23.4,12.1,0,10,10,4,41,Monday,106.0,178.0,57.0,82.0,74.0,158.57142857142858,63.58421487250098,267.0,77.0,134.14285714285714,81.49172411294963,320.0,57.0,106.9,61.32409663082052,320.0,56.0
2022-10-11,Burger,85,0,0,0,0,23.2,11.0,1,11,10,4,41,Tuesday,66.0,195.0,61.0,83.0,94.0,142.57142857142858,71.48159936388555,267.0,66.0,134.78571428571428,80.86948513731012,320.0,61.0,106.23333333333333,61.66689344475237,320.0,56.0
2022-10-12,Burger,108,0,0,0,0,23.1,1.2,2,12,10,4,41,Wednesday,85.0,267.0,81.0,92.0,63.0,126.85714285714286,70.11283423032847,267.0,66.0,136.5,79.42655049211768,320.0,64.0,105.83333333333333,61.7676867499244,320.0,56.0
2022-10-13,Burger,70,0,0,0,0,22.5,16.6,3,13,10,4,41,Thursday,108.0,122.0,64.0,87.0,70.0,104.14285714285714,33.16337624261924,165.0,66.0,138.42857142857142,78.29501829688711,320.0,64.0,106.96666666666667,61.474684070836844,320.0,56.0
2022-10-14,Burger,104,0,0,0,0,25.5,0.6,4,14,10,4,41,Friday,70.0,77.0,72.0,72.0,56.0,96.71428571428571,34.30118698487602,165.0,66.0,138.85714285714286,77.87154821870449,320.0,66.0,106.16666666666667,61.80452127939119,320.0,56.0
2022-10-15,Burger,118,1,0,0,0,23.0,3.8,5,15,10,4,41,Saturday,104.0,165.0,113.0,113.0,97.0,100.57142857142857,33.21574497562433,165.0,66.0,141.14285714285714,76.21009133952023,320.0,66.0,107.53333333333333,61.2680562172792,320.0,56.0
2022-10-16,Burger,129,1,0,0,0,24.4,8.9,6,16,10,4,41,Sunday,118.0,106.0,320.0,71.0,92.0,93.85714285714286,20.235518043188073,118.0,66.0,141.5,76.0796647246515,320.0,66.0,109.13333333333334,60.879606082674485,320.0,56.0
2022-10-17,Burger,78,0,0,0,0,23.4,5.4,0,17,10,4,42,Monday,129.0,66.0,178.0,57.0,82.0,97.14285714285714,24.044601413682372,129.0,66.0,127.85714285714286,56.11369933222411,267.0,66.0,111.56666666666666,60.13701788033921,320.0,57.0
2022-10-18,Burger,83,0,0,0,0,20.5,4.8,1,18,10,4,42,Tuesday,78.0,85.0,195.0,61.0,83.0,98.85714285714286,21.77482163285973,129.0,70.0,120.71428571428571,55.60219775876123,267.0,66.0,110.93333333333334,60.3952118068594,320.0,57.0
2022-10-19,Burger,70,0,0,0,0,22.0,12.2,2,19,10,4,42,Wednesday,83.0,108.0,267.0,81.0,92.0,98.57142857142857,21.998917722296703,129.0,70.0,112.71428571428571,52.03464610818826,267.0,66.0,110.63333333333334,60.514736497264366,320.0,57.0
2022-10-20,Burger,78,0,0,0,0,24.9,7.4,3,20,10,4,42,Thursday,70.0,70.0,122.0,64.0,87.0,93.14285714285714,23.89162036801864,129.0,70.0,98.64285714285714,28.348401509289097,165.0,66.0,110.23333333333333,60.749731563666,320.0,57.0
2022-10-21,Burger,75,0,0,0,0,24.5,27.1,4,21,10,4,42,Friday,78.0,104.0,77.0,72.0,72.0,94.28571428571429,22.764843404646875,129.0,70.0,95.5,27.99656572345416,165.0,66.0,110.06666666666666,60.83382301802602,320.0,57.0
2022-10-22,Burger,147,1,0,0,0,22.4,1.3,5,22,10,4,42,Saturday,75.0,118.0,165.0,113.0,113.0,90.14285714285714,23.33401359552595,129.0,70.0,95.35714285714286,28.10312641479076,165.0,66.0,109.5,61.086569436474726,320.0,57.0
2022-10-23,Burger,111,1,0,0,0,23.9,7.2,6,23,10,4,42,Sunday,147.0,129.0,106.0,320.0,71.0,94.28571428571429,30.55985539731432,147.0,70.0,94.07142857142857,24.90123347489888,147.0,66.0,111.5,61.30632526290731,320.0,57.0
2022-10-24,Burger,212,0,1,1,0,23.6,14.3,0,24,10,4,43,Monday,111.0,78.0,66.0,178.0,57.0,91.71428571428571,27.78317407901339,147.0,70.0,94.42857142857143,25.12036956402041,147.0,66.0,112.8,60.85165682157752,320.0,57.0
2022-10-25,Burger,139,0,0,1,0,24.0,16.6,1,25,10,4,43,Tuesday,212.0,83.0,85.0,195.0,61.0,110.85714285714286,52.19651511812058,212.0,70.0,104.85714285714286,38.92370672295923,212.0,70.0,116.1,63.49007524938384,320.0,57.0
2022-10-26,Burger,154,0,0,1,0,24.3,5.5,2,26,10,4,43,Wednesday,139.0,70.0,108.0,267.0,81.0,118.85714285714286,51.50219597722208,212.0,70.0,108.71428571428571,39.47624128983942,212.0,70.0,118.36666666666666,63.03665235583101,320.0,57.0
2022-10-27,Burger,106,0,0,0,0,21.9,0.3,3,27,10,4,43,Thursday,154.0,78.0,70.0,122.0,64.0,130.85714285714286,47.879809841687866,212.0,75.0,112.0,41.28512490548545,212.0,70.0,121.6,62.26340044105181,320.0,61.0
2022-10-28,Burger,82,0,0,0,0,23.6,9.8,4,28,10,4,43,Friday,106.0,75.0,104.0,77.0,72.0,134.85714285714286,43.71661991900628,212.0,75.0,114.57142857142857,39.55271902685805,212.0,70.0,123.1,61.28753600011612,320.0,64.0
2022-10-29,Burger,152,1,0,0,0,22.5,0.8,5,29,10,4,43,Saturday,82.0,147.0,118.0,165.0,113.0,135.85714285714286,42.17198347808874,212.0,82.0,113.0,40.43227956434348,212.0,70.0,123.13333333333334,61.26411636531617,320.0,64.0
2022-10-30,Burger,125,1,0,0,0,23.0,2.5,6,30,10,4,43,Sunday,152.0,111.0,129.0,106.0,320.0,136.57142857142858,42.43370179019322,212.0,82.0,115.42857142857143,41.75517339796953,212.0,70.0,126.06666666666666,60.436306359975326,320.0,66.0
2022-10-31,Burger,112,0,0,0,0,22.0,0.3,0,31,10,4,44,Monday,125.0,212.0,78.0,66.0,178.0,138.57142857142858,41.34350873215424,212.0,82.0,115.14285714285714,41.668761852084245,212.0,70.0,127.83333333333333,59.56976977682876,320.0,66.0
2022-11-01,Burger,132,0,0,0,1,21.6,0.2,1,1,11,4,44,Tuesday,112.0,139.0,83.0,85.0,195.0,124.28571428571429,26.27238274763245,154.0,82.0,117.57142857142857,40.30597261661633,212.0,70.0,127.8,59.578635374632924,320.0,66.0
2022-11-02,Burger,102,0,0,0,1,22.3,5.3,2,2,11,4,44,Wednesday,132.0,154.0,70.0,108.0,267.0,123.28571428571429,25.746936942183275,154.0,82.0,121.07142857142857,39.1848956098653,212.0,70.0,121.53333333333333,47.28397945016566,267.0,66.0
2022-11-03,Burger,84,0,0,0,1,20.7,4.5,3,3,11,4,44,Thursday,102.0,106.0,78.0,70.0,122.0,115.85714285714286,22.733445049299586,152.0,82.0,123.35714285714286,36.83979274738562,212.0,75.0,119.0,46.17731940667643,267.0,66.0
2022-11-04,Burger,145,0,0,0,1,20.2,3.0,4,4,11,4,44,Friday,84.0,82.0,75.0,104.0,77.0,112.71428571428571,25.65615121638659,152.0,82.0,123.78571428571429,36.30252920078191,212.0,75.0,115.3,44.28602176915351,267.0,66.0
2022-11-05,Burger,148,1,0,0,1,21.2,2.0,5,5,11,4,44,Saturday,145.0,152.0,147.0,118.0,165.0,121.71428571428571,24.08813183370797,152.0,84.0,128.78571428571428,33.80072500685463,212.0,82.0,111.23333333333333,34.365864512305905,212.0,66.0
2022-11-06,Burger,141,1,0,0,1,22.2,2.1,6,6,11,4,44,Sunday,148.0,125.0,111.0,129.0,106.0,121.14285714285714,23.283961371357265,148.0,84.0,128.85714285714286,33.84320666489265,212.0,82.0,112.1,34.969296877946185,212.0,66.0
2022-11-07,Burger,117,0,0,0,1,20.8,0.5,0,7,11,4,45,Monday,141.0,112.0,212.0,78.0,66.0,123.42857142857143,24.480312789785067,148.0,84.0,131.0,33.57425753804194,212.0,82.0,114.23333333333333,34.7053442504211,212.0,66.0
2022-11-08,Burger,149,0,1,0,0,20.0,1.0,1,8,11,4,45,Tuesday,117.0,132.0,139.0,83.0,85.0,124.14285714285714,24.16215064536938,148.0,84.0,124.21428571428571,24.249277773316656,154.0,82.0,112.63333333333334,33.364738079691904,212.0,66.0
2022-11-09,Burger,101,0,0,0,0,21.9,2.2,2,9,11,4,45,Wednesday,149.0,102.0,154.0,70.0,108.0,126.57142857142857,25.876998427542706,149.0,84.0,124.92857142857143,24.857948073354308,154.0,82.0,114.06666666666666,33.98775979807967,212.0,66.0
2022-11-10,Burger,84,0,0,0,0,21.3,2.9,3,10,11,4,45,Thursday,101.0,84.0,106.0,78.0,70.0,126.42857142857143,26.037518717273755,149.0,84.0,121.14285714285714,24.11465287986705,152.0,82.0,115.23333333333333,32.863021177602455,212.0,70.0
2022-11-11,Burger,76,0,0,0,0,23.8,14.8,4,11,11,4,45,Friday,84.0,145.0,82.0,75.0,104.0,126.42857142857143,26.037518717273755,149.0,84.0,119.57142857142857,25.832937489582097,152.0,82.0,115.2,32.89523600347238,212.0,70.0
2022-11-12,Burger,135,1,0,0,0,19.3,1.6,5,12,11,4,45,Saturday,76.0,148.0,152.0,147.0,118.0,116.57142857142857,30.51151226918099,149.0,76.0,119.14285714285714,26.54417839364035,152.0,76.0,114.13333333333334,33.64698411789521,212.0,70.0
2022-11-13,Burger,127,1,0,0,0,20.9,0.9,6,13,11,4,45,Sunday,135.0,141.0,125.0,111.0,129.0,114.71428571428571,28.61651204994702,149.0,76.0,117.92857142857143,25.2844259931325,149.0,76.0,116.3,32.78892790414862,212.0,70.0
2022-11-14,Burger,71,0,0,0,0,21.9,1.5,0,14,11,4,46,Monday,127.0,117.0,112.0,212.0,78.0,112.71428571428571,26.911672100374894,149.0,76.0,118.07142857142857,25.33305619667183,149.0,76.0,117.06666666666666,32.760292758295115,212.0,70.0
2022-11-15,Burger,95,0,0,0,0,21.3,0.3,1,15,11,4,46,Tuesday,71.0,149.0,132.0,139.0,83.0,106.14285714285714,30.99692765113223,149.0,71.0,115.14285714285714,28.28660227266373,149.0,71.0,115.5,33.82077508848983,212.0,70.0
2022-11-16,Burger,91,0,0,0,0,22.9,1.3,2,16,11,4,46,Wednesday,95.0,101.0,102.0,154.0,70.0,98.42857142857143,24.616100035391135,135.0,71.0,112.5,28.318925446802094,149.0,71.0,114.36666666666666,33.92230812468035,212.0,70.0
2022-11-17,Burger,86,0,0,0,0,22.6,3.9,3,17,11,4,46,Thursday,91.0,84.0,84.0,106.0,78.0,97.0,24.731895735399448,135.0,71.0,111.71428571428571,28.781480614687336,149.0,71.0,114.8,33.52240629993525,212.0,70.0
2022-11-18,Burger,97,0,0,0,0,20.7,2.0,4,18,11,4,46,Friday,86.0,76.0,145.0,82.0,75.0,97.28571428571429,24.567690745599826,135.0,71.0,111.85714285714286,28.637944551448953,149.0,71.0,114.9,33.42861668979306,212.0,70.0
2022-11-19,Burger,114,1,0,0,0,23.0,3.2,5,19,11,4,46,Saturday,97.0,135.0,148.0,152.0,147.0,100.28571428571429,22.75019623149284,135.0,71.0,108.42857142857143,27.202133077316574,149.0,71.0,115.8,32.52945614733494,212.0,71.0
2022-11-20,Burger,137,1,0,0,0,20.6,1.0,6,20,11,4,46,Sunday,114.0,127.0,141.0,125.0,111.0,97.28571428571429,18.373117007503957,127.0,71.0,106.0,24.8100475924263,149.0,71.0,117.0,31.741412088615697,212.0,71.0
2022-11-21,Burger,76,0,0,0,0,21.8,7.5,0,21,11,4,47,Monday,137.0,71.0,117.0,112.0,212.0,98.71428571428571,21.234518169828213,137.0,71.0,105.71428571428571,24.39554994548911,149.0,71.0,119.06666666666666,30.920290551935327,212.0,71.0
2022-11-22,Burger,96,0,0,0,0,22.9,2.8,1,22,11,4,47,Tuesday,76.0,95.0,149.0,132.0,139.0,99.42857142857143,20.206081121427697,137.0,76.0,102.78571428571429,25.37769635974607,149.0,71.0,116.7,31.421659562397092,212.0,71.0
2022-11-23,Burger,75,0,0,0,0,20.2,6.6,2,23,11,4,47,Wednesday,96.0,91.0,101.0,102.0,154.0,99.57142857142857,20.17306077303054,137.0,76.0,99.0,21.6297515900241,137.0,71.0,116.2,31.63411515088289,212.0,71.0
2022-11-24,Burger,82,0,0,0,0,21.3,3.0,3,24,11,4,47,Thursday,75.0,86.0,84.0,84.0,106.0,97.28571428571429,22.11872725176785,137.0,75.0,97.14285714285714,22.541780500480975,137.0,71.0,111.63333333333334,26.85527410261238,154.0,71.0
2022-11-25,Burger,122,0,0,0,0,22.7,1.4,4,25,11,4,47,Friday,82.0,97.0,76.0,145.0,82.0,96.71428571428571,22.507141723715858,137.0,75.0,97.0,22.637613356127773,137.0,71.0,109.73333333333333,26.868688780467405,154.0,71.0
2022-11-26,Burger,146,1,0,0,0,20.1,0.1,5,26,11,4,47,Saturday,122.0,114.0,135.0,148.0,152.0,100.28571428571429,24.458906255965285,137.0,75.0,100.28571428571429,22.69336931768853,137.0,71.0,108.66666666666667,25.658679157196676,152.0,71.0
2022-11-27,Burger,122,1,0,0,0,21.4,0.5,6,27,11,4,47,Sunday,146.0,137.0,127.0,141.0,125.0,104.85714285714286,29.846432346421675,146.0,75.0,101.07142857142857,24.132532417446726,146.0,71.0,110.0,26.539495616650527,152.0,71.0
2022-11-28,Burger,86,0,0,0,0,21.8,6.6,0,28,11,4,48,Monday,122.0,76.0,71.0,117.0,112.0,102.71428571428571,27.60865978706858,146.0,75.0,100.71428571428571,23.753310931736998,146.0,71.0,111.33333333333333,26.08518318143849,152.0,71.0
2022-11-29,Burger,79,0,0,0,0,19.6,2.3,1,29,11,4,48,Tuesday,86.0,96.0,95.0,149.0,132.0,104.14285714285714,26.219767170518367,146.0,75.0,101.78571428571429,22.62122410966693,146.0,75.0,109.13333333333334,25.308760011769415,149.0,71.0
2022-11-30,Burger,65,0,0,0,0,21.8,5.4,2,30,11,4,48,Wednesday,79.0,75.0,91.0,101.0,102.0,101.71428571428571,27.83711123491021,146.0,75.0,100.64285714285714,23.381804703845837,146.0,75.0,107.6,25.704688959074435,149.0,71.0
2022-12-01,Burger,107,0,0,0,0,19.8,0.2,3,1,12,4,48,Thursday,65.0,82.0,86.0,84.0,84.0,100.28571428571429,29.6350821702606,146.0,65.0,98.78571428571429,25.170735667952382,146.0,65.0,106.03333333333333,26.834721888824905,149.0,65.0
2022-12-02,Burger,157,0,0,0,0,17.8,0.1,4,2,12,4,48,Friday,107.0,122.0,97.0,76.0,145.0,103.85714285714286,28.55070677133684,146.0,65.0,100.28571428571429,24.975152487186897,146.0,65.0,105.2,26.38494868748815,149.0,65.0
2022-12-03,Burger,193,1,0,0,0,21.3,0.5,5,3,12,4,48,Saturday,157.0,146.0,114.0,135.0,148.0,108.85714285714286,34.66712453910082,157.0,65.0,104.57142857142857,29.164557746885592,157.0,65.0,107.03333333333333,28.015369345061902,157.0,65.0
